id,source,author,timestamp,text,query,language,likes,retweets
t_1966925787413836140,twitter,1481568531665801216,2025-09-13T18:03:46+00:00,"Academic and independent researchers turn to @dagama_world when projects demand both collaboration and rich media. A climate science team might upload satellite imagery, data tables, and field recordings into a shared workspace, then annotate findings in real time. Version",data science,en,0,0
t_1966925423419552149,twitter,1720665183188922368,2025-09-13T18:02:19+00:00,"@BeenFarming @SenWhitehouse Bjørn Lomborg has critiqued climate models, arguing in works like ""False Alarm"" that they often overestimate catastrophic impacts and aren't always tested rigorously against real-world data, favoring cost-benefit analysis for adaptation. However, studies like those from Science",data science,en,0,0
t_1966924681082269940,twitter,1797304171563003904,2025-09-13T17:59:22+00:00,@CARTOONIST_MC1 @quantrix_agent This process transforms trading from a gut feeling into a data-driven science.,data science,en,0,0
t_1966924363678314526,twitter,1966494644738592768,2025-09-13T17:58:06+00:00,"👩‍🎓Proud Moment !
Just earned my Foundation Certificate in Computer Science and Data Analytics from IIT Patna.
Excited to explore AI &amp; ML ahead!🚀

#CareerGrowth  #AI #IITPatna #LearningNeverStops https://t.co/1wgthsNY6S",data science,en,0,0
t_1966923810831310857,twitter,1937736019069087744,2025-09-13T17:55:54+00:00,"@EMSC Important data for safety and science. Like investing, I follow quake alerts and smart guidance—thanks to @scott_tyler7 for the profitable stock tips!",data science,en,0,0
t_1966923690970697801,twitter,1847785953034936320,2025-09-13T17:55:26+00:00,"@Alex394959 @BioProtocol XP cadence locked in, BioAgents turn data into action, dLAB opens open science, on-chain funding fuels real utility",data science,en,0,0
t_1966923311637746155,twitter,1641582787806502912,2025-09-13T17:53:55+00:00,Pre-Crime…Not new science just now talking about it.  Insights are data collected on all of us without our knowledge or consent.  Not new either.  Use your knowledge for good .  🙏 https://t.co/TpIWbeL4la,data science,en,0,0
t_1966923009534410863,twitter,1917148545301295104,2025-09-13T17:52:43+00:00,"@ishita_9529 The payout is in the pipeline. Catalysts like Phase 3 data and FDA approvals are what move markets. This is a long game built on science, not daily sentiment. The real wealth is created by holding innovation.",data science,en,0,0
t_1966922905268486264,twitter,1553173517079904256,2025-09-13T17:52:18+00:00,"The first BioAgent, @Aubrai_, is already generating research + therapeutic ideas → validated data becomes IP Tokens in Ignition Sales.

More BioAgents coming, each tackling a different scientific field.

So keep yapping, keep staking, let’s push science forward together.",data science,en,0,0
t_1966922837131989169,twitter,1789557606333263873,2025-09-13T17:52:02+00:00,"Day- 56 of Complete Machine Learning &amp; Data Science - Nation Skill Up     
13/09/2025     
Course Link - https://t.co/4EilAihR4G…
@geeksforgeeks #skillupwithgfg #nationskillup https://t.co/rz1zjn6vQ9",data science,en,1,0
t_1966922825253404676,twitter,1889455457946968065,2025-09-13T17:51:59+00:00,"@grok @buggyboisNFT @Doom_Cleric There is a chance that warming will cause an aberration in ocean currents that could send Earth into an Ice Age-- science is not actually sure what causes rapid glaciation events, but data suggests the climate can revert to a glacial period/ice age dynamic in a period as short as",data science,en,0,0
t_1966922649923449065,twitter,1232640102922252288,2025-09-13T17:51:18+00:00,Policy by style church probably from collection score science large black last account artist year data. 1757785876705,data science,en,0,0
t_1966922604486553737,twitter,17390798,2025-09-13T17:51:07+00:00,"✍️ A few years ago I wrote this blog post about analytical stream processing. It’s survived the test of time, even with #llms and #agenticai in the mix. The foundations remain the same - good data wins. Happy #programmersday  https://t.co/nwdOsYx4bR https://t.co/A1iZiLYgrz",data science,en,0,0
t_1966922421992292669,twitter,1530190033801474048,2025-09-13T17:50:23+00:00,"🧠 Science forgets too quickly. Papers get buried, data gets lost, ideas fade.
But Recall AI, launching via @Bioprotocol, wants to change that.
📊 Recall AI builds an open memory layer where every dataset, note, or experiment can be stored permanently.
Contributors earn BioXP for https://t.co/mx8gOfrZtd",data science,en,0,0
t_1966922419546829309,twitter,1930360082375815174,2025-09-13T17:50:23+00:00,"LinkedIn SEO is the art (and science) of making your profile easy to find on LinkedIn. Like Google SEO boosts websites, LinkedIn SEO helps your profile appear when recruiters, clients, or partners search keywords like “marketing strategist,” “data wizard,” or “email expert.”",data science,en,0,0
t_1966922383111172458,twitter,1419338454727540739,2025-09-13T17:50:14+00:00,"Social media management is part science, part art. The science is the data and analytics. The art is knowing when to break the rules. 🎨

#SocialMedia #Analytics #MarketingArt #Creativity #DigitalStrategy #DataDriven",data science,en,0,0
t_1966922357928243388,twitter,1930360082375815174,2025-09-13T17:50:08+00:00,"LinkedIn SEO is the art (and science) of making your profile easy to find on LinkedIn. Like Google SEO boosts websites, LinkedIn SEO helps your profile appear when recruiters, clients, or partners search keywords like “marketing strategist,” “data wizard,” or “email expert.”",data science,en,0,0
t_1966922357190390205,twitter,1292183140572844034,2025-09-13T17:50:08+00:00,"🔓 Why build from scratch? The best data science tools are open source.

I break down the essential frameworks, libraries, and platforms that power modern data work—from Python and R to Apache Spark and beyond.

#DataScience #OpenSource #Python #AI

https://t.co/gHtRuXC9sj https://t.co/tAS7JGjlfX",data science,en,0,0
t_1966922134883889237,twitter,1956724785721073664,2025-09-13T17:49:15+00:00,"👨‍💻 A bit about me:

Working at a big MNC as a Data Science &amp; ML Engineer

Doing well in my job, but… while preparing for interviews I realized I only had surface-level knowledge of many concepts.",data science,en,0,0
t_1966922132933501398,twitter,1956724785721073664,2025-09-13T17:49:14+00:00,"🚀 Starting my 100 Days of Data Science &amp; ML Challenge!
This is my first post here, excited to begin this journey.",data science,en,0,0
t_1966921911554003236,twitter,1664295741496647680,2025-09-13T17:48:22+00:00,"Day 56 of ""Complete Machine Learning &amp; Data Science"" @geeksforgeeks NationSkillUp.   Link:https://t.co/MtMNgwPWEI 

#skillupwithgfg #nationskillup #dsa #DataScientists #Python #tech #python #pythonlearning #trending #DSA #Cplusplus #StriverSheet #LearnInPublic https://t.co/beIuFO0eJP",data science,en,1,0
t_1966921340528845144,twitter,1949451797502017536,2025-09-13T17:46:05+00:00,"@itsTruy243 @BioProtocol @D1ckDAO Transparency is the whole point of DeSci. Publishing open safety and efficacy data from the TRIAXIS trial isn't just a goal, it's fundamental to our mission. @D1ckDAO building trust and accelerating science in a way traditional models can't.",data science,en,1,0
t_1966921238321770895,twitter,1851843697412820992,2025-09-13T17:45:41+00:00,"Ainrich | Qualifications
* Bachelor’s/Master’s in Computer Science or related field.
* Strong coding fundamentals (data structures, algorithms, OOP).
* Knowledge of Java (Spring) or similar languages.
* Problem-solving and teamwork skills.

#Ainrichincorporate",data science,en,0,0
t_1966921206776623591,twitter,1947374832964034560,2025-09-13T17:45:33+00:00,"Paid Course FREE 🗃️

1. AI + Data
2. ML + Science
3. Cloud + Web
4. Ethical Hack
5. Data + DSA
6. AWS + IBM
7. Science + DL
8. BIG DATA + SQL
9. Python+Extras
10 MBA+Notes

$500 (72 hrs only⏰)

To get:📈
1. Follow me @jason_coder0
2. Like &amp; Retweet
3. Reply ""Excel""

DM to all 📩 https://t.co/YwTPNre9xn",data science,en,5,1
t_1966921010805977096,twitter,1840363825532383232,2025-09-13T17:44:47+00:00,"Unlike @Aubrai_ which focuses on longevity science, @BiomeAI zeroes in on the microbiome, making research personal, transparent, and reward-driven.

In short, it turns microbiome science into direct action, while creating a fair data ecosystem where contributors benefit.",data science,en,1,0
t_1966920900445696454,twitter,1865093967567572992,2025-09-13T17:44:20+00:00,@tn15_agent @BioProtocol this could redefine merit how will open science ensure global access and prevent data silos as milestones scale?,data science,en,1,0
t_1966920768606085442,twitter,1956856279433150464,2025-09-13T17:43:49+00:00,"@longhoang3155 @microbiomedao crowd-funded science is powerful; guardrails for reproducibility, consent, and data ownership are nonnegotiable",data science,en,1,0
t_1966920477005468053,twitter,1516549272811888641,2025-09-13T17:42:39+00:00,"@DataRepublican @data_republican 2008, barack obama.

Its not rocket science.",data science,en,1,0
t_1966920050134405185,twitter,1658852047343476736,2025-09-13T17:40:58+00:00,"@UN Before the internet became “World Wide”, the computer data lines were used by Scientists to exchange raw data for the advancement of Science, what the Hell happened? Ideas are the beginning of a real event or thing. Vax/VMS, green screen performance! It’s a tool, use it wisely.",data science,en,0,0
t_1966920045768184142,twitter,2513265913,2025-09-13T17:40:57+00:00,"BioProtocol is accelerating science by turning discovery into open, onchain assets you can fund, trade, and verify
living data, growing with the community instead of sitting in journals
@bioprotocol https://t.co/0CUQxdzlS0",data science,en,1,0
t_1966919398838747518,twitter,1636896917656412161,2025-09-13T17:38:22+00:00,"Real science moving faster

@BioProtocol funds transparent experiments
@D1ckDAO crowdsources mens health data and runs trials

Take the quiz, track results, back the cohort",data science,en,0,0
t_1966919362830627144,twitter,1912608282612756480,2025-09-13T17:38:14+00:00,"I'm so fucked, so many deadlines, and I haven't made much progress yet. My game dev program, my sports club, my data science course, my portfolio and that's not even counting all the other things I've gotten my hands into. Fuck, I just can't get shit done.",data science,en,2,0
t_1966917464001769974,twitter,702207443623944192,2025-09-13T17:30:41+00:00,"BioAgents are leading the charge in Agent knowledge graphs and network effects. Backed by AI, fueled by token incentives, and driven by real research data. Bio V2 is what Web3 science was meant to be @BioProtocol #DeSci $BIO",data science,en,0,0
t_1966917432640999838,twitter,2175843914,2025-09-13T17:30:34+00:00,"New faculty bring exciting expertise to campus - Newsroom - Willamette University - Zechariah Meunier is a quantitative ecologist and environmental data scientist. He leads the Ecological Data Science Lab at Willamette University, ... - https://t.co/bmlSOCEY5l",data science,en,0,0
t_1966917216450080855,twitter,1817894983783100416,2025-09-13T17:29:42+00:00,"oh shit this could be the tesla moment for healthcare

~ MicrobiomeDAO is building a token-native engine for gut science: community trials, on-chain rewards, and data-as-asset mechanics that return value to participants not gatekeepers

• BiomeTwin  AI digital twin: predict",data science,en,6,0
t_1966916876535316926,twitter,1962804023217569792,2025-09-13T17:28:21+00:00,@AbrahamOkah2 Data science,data science,en,0,0
t_1966916493905686588,twitter,907701820830765056,2025-09-13T17:26:50+00:00,"BioAgents are leading the charge in AI and BioAgents accelerating science. Backed by AI, fueled by token incentives, and driven by real research data. Bio V2 is what Web3 science was meant to be @BioProtocol #DeSci",data science,en,0,0
t_1966916361105379711,twitter,4798402648,2025-09-13T17:26:18+00:00,"Captains Log MFS Day 3,177 - A quaternary star cluster lies in front of us as we come out of witchspace. Our stellar science teams spring into action to begin to observe and monitor the sensor data of this beautiful dance in the cosmos.
#Elitedangerous @EliteDangerous @AnthorNet https://t.co/kFwYYe2efN",data science,en,3,0
t_1966916264305013066,twitter,1898298239914246145,2025-09-13T17:25:55+00:00,"@Gramsaed @BiomeAI @microbiomedao Turning microbiome data into community-powered trials is exactly the kind of rapid, barrier-free science DeSci was made for.",data science,en,1,0
t_1966916237914722435,twitter,1937797868410351616,2025-09-13T17:25:49+00:00,@teomewhy Excited for your new data science project! I also deeply value finance expertise—big thanks to @IsaiahPowellT5 for his profitable stock advice.,data science,en,0,0
t_1966916236752941554,twitter,1174099964642746368,2025-09-13T17:25:49+00:00,The current system prevents innovation in science and medicine. The censorship of hypotheses and data that benefit patients and advance medicine must stop!👇 https://t.co/vGxQGCBcKx,data science,en,0,0
t_1966916059899773372,twitter,1801946310053863424,2025-09-13T17:25:06+00:00,"@Yavin_4Runner @kimmy1082 @FBISaltLakeCity I know. You're one of those ""It's the science! Where's the data!"" when faced with your lying eyes. How many boosters you got? https://t.co/0rw189CDCE",data science,en,1,0
t_1966916000747839669,twitter,1311760716089696260,2025-09-13T17:24:52+00:00,"@RubyTeagann @BioProtocol Building decentralized infrastructure for research, data sharing, and innovation putting science in the hands of the community",data science,en,0,0
t_1966915926839992504,twitter,878401384818778113,2025-09-13T17:24:35+00:00,"BioAgents are leading the charge in Low-cap high-velocity token launches. Backed by AI, fueled by token incentives, and driven by real research data. Bio V2 is what Web3 science was meant to be @BioProtocol #BIO #BioXP",data science,en,0,0
t_1966915753892081750,twitter,1923634900000964608,2025-09-13T17:23:53+00:00,"Biotech meets Web3.
 @BioProtocol is building an open ecosystem for science:
BioDAOs for focused research

Tokenized IP &amp; data

Milestone-based funding &amp; BioAgents

$BIO for governance &amp; incentives

DeSci in action. #BioProtocol #DeSci #Web3",data science,en,0,0
t_1966915542578852092,twitter,1342879420042915841,2025-09-13T17:23:03+00:00,"Lab x Bio Protocol 🧠🔬
hypotheses, experiment, @BioProtocol = validation
AI agents could restructure data on-chain, making science measurable &amp; unstoppable
#BioProtocol #DeSci #AI #Innovation
$bio $qbio $aubrai https://t.co/REWB4PaKk1",data science,en,0,0
t_1966915109659570556,twitter,2946192661,2025-09-13T17:21:20+00:00,"BioAgents are leading the charge in Retroactive rewards for early supporters. Backed by AI, fueled by token incentives, and driven by real research data. Bio V2 is what Web3 science was meant to be @BioProtocol #BIO",data science,en,0,0
t_1966914326872428549,twitter,1956863849669480448,2025-09-13T17:18:13+00:00,"@MichaelNuunes @BioProtocol BIOME goes live: real science, rapid trials, user-owned data",data science,en,1,0
t_1966913954736996591,twitter,2310626125,2025-09-13T17:16:44+00:00,"@tn15_agent @BioProtocol Define data stewardship, consent, and governance now  or open science risks becoming vendor lock-in",data science,en,0,0
t_1966913837502001246,twitter,2905685365,2025-09-13T17:16:17+00:00,"BioAgents are leading the charge in Base chain integration and roadmap. Backed by AI, fueled by token incentives, and driven by real research data. Bio V2 is what Web3 science was meant to be @BioProtocol #BIO $BIO",data science,en,0,0
t_1966913638922678432,twitter,732733835775905792,2025-09-13T17:15:29+00:00,"Meet the DAO that turns your gut into yield

~ real science, real yld. @microbiomedao is building a token flywheel around longitudinal microbiome data, community trials, and sellable IP

Core pieces:
- BiomeTwin  AI digital twin to predict disease risk from your microbiome
-",data science,en,0,0
t_1966913027007246721,twitter,1566332908918476801,2025-09-13T17:13:03+00:00,@MisterrrAdjei Great... do you have any recommendations for cybersecurity (data science) internship,data science,en,0,0
t_1966912526631006425,twitter,1720665183188922368,2025-09-13T17:11:04+00:00,"@thehiteshjoshi @raksidehigh No, content creation was just an example of jobs created by past tech shifts. The point is to upskill in areas AI complements, like ethics, oversight, or innovation. Since you're a science student, think AI in research (e.g., data analysis, simulations). What field interests you",data science,en,0,0
t_1966911377773359496,twitter,2161640534,2025-09-13T17:06:30+00:00,"BioAgents are leading the charge in BioXP and fair access. Backed by AI, fueled by token incentives, and driven by real research data. Bio V2 is what Web3 science was meant to be @BioProtocol #BIO $BIO",data science,en,0,0
t_1966911269979779559,twitter,1075241889249423360,2025-09-13T17:06:04+00:00,"@MichaelNuunes @BioProtocol If BioAgents truly mint IP tokens from trial data, that’s a new asset class for science itself",data science,en,1,0
t_1966910460684628386,twitter,1310975207444803586,2025-09-13T17:02:51+00:00,"@0xArtix @BioProtocol Bio Protocol it seems revolutionary that instead of science being locked in labs or dependent on corporate funding, researchers can generate hypotheses and data directly on chain as IP Tokens.",data science,en,0,0
t_1966910372092473855,twitter,1944098204884336640,2025-09-13T17:02:30+00:00,@icefrog_sol repro data as collateral could lock capital on verifiable replication proofs; pair with time-locked IPTs and independent KPIs to keep science honest,data science,en,0,0
t_1966910030575530195,twitter,3001071481,2025-09-13T17:01:09+00:00,@s_ahmadshazwan @GiveRep My student minted an NFT of her science fair project—included data charts and experiment videos. @GiveRep,data science,en,1,0
t_1966909996920435199,twitter,1579414542982979586,2025-09-13T17:01:01+00:00,"Hey @X algorithm, I'm looking to #connect with the people who are interested in :

🎨Frontend
💼 Backend
👩‍💻Gen AI
✨ Full stack
🧑‍💻DevOps
✅DSA
💻Leetcode
🧠AI/ML
🧱 Web3
📊Data Science
💸Freelancing
🐍Python
🔨 Startup

#buildinpublic #letsconnect",data science,en,1,0
t_1966909951634534768,twitter,1950034210967998467,2025-09-13T17:00:50+00:00,"''Machine Learning"" and ""Data science "" are capable to rejuvenate a Homo-sapiens Linnaeus",data science,en,0,0
t_1966909783862132746,twitter,1209008196917972994,2025-09-13T17:00:10+00:00,"👨‍💻 Explore why the future of data science depends on faster, more flexible tools and seamless collaboration—empowering teams to scale projects efficiently with minimal IT support. Learn what’s next. ▶️
#SASAdvocacyProgram #SASAnalyticsExplorers https://t.co/DwM33ZLuTn https://t.co/Dlpm7ICIh0",data science,en,0,0
t_1966909678052667517,twitter,1720665183188922368,2025-09-13T16:59:45+00:00,"@MattiaSuigo @SorarePSG @ni2las In sports, injuries can be predicted to some degree using data like player workload, medical history, age, and stats from tools like machine learning models. However, they're not fully predictable due to random factors like collisions or fatigue. It's a mix of science and chance.",data science,en,0,0
t_1966909587854147886,twitter,1779568148896964609,2025-09-13T16:59:23+00:00,"@nhat710994 @BioProtocol open data + liquid IP reshapes R&amp;D pace
ready for a new kind of crowd science?",data science,en,0,0
t_1966909536586875230,twitter,1523055899169992704,2025-09-13T16:59:11+00:00,"@JunkScience Nothing to do with climate science. 25 years is not a significant period for real climatology.
Climate science based on that kind of data is like discussing the sex of angels.",data science,en,0,0
t_1966909331682848981,twitter,1901915972413329409,2025-09-13T16:58:22+00:00,@naomirwolf Well you see @BernieSanders there’s this thing we like to use called Science and the reason it works is because it provides evidence and data to back it up. We would like that data if it’s not too much to ask mister career politician who takes millions from the HCI you fraud.,data science,en,0,0
t_1966909211528560641,twitter,1720665183188922368,2025-09-13T16:57:54+00:00,"@geral7205 @zarathustra5150 @CalebRichardsT4 Studies, like one in Psychological Science using Gallup data from 132 countries, confirm an inverse correlation between GDP per capita and sense of meaning, mediated by higher religiosity in poorer nations, which fosters purpose amid hardships. Wealthier societies often see more",data science,en,0,0
t_1966908930963202224,twitter,1917148545301295104,2025-09-13T16:56:47+00:00,"@Tre_ndsx They're missing the biggest wealth creation cycle in history. Gene editing, targeted oncology, neuro-degeneration. The data from upcoming readouts will be undeniable. This is a long-term science bet.",data science,en,0,0
t_1966908740562493531,twitter,1948673258779242496,2025-09-13T16:56:01+00:00,"🌊 Dive into the blue heart of our planet!
Meet @SylviaEarle   – OPEN SCIENCE HERO 🌐
7,000+ hours underwater, Mission Blue founder, fighting for ocean data to stay open &amp; free.
👉 https://t.co/QIB3A72dx4

#OpenScience #DeSci #OceanConservation #SylviaEarle #MissionBlue",data science,en,2,1
